month,approved_sum,approved_count,pending_sum,pending_count,refund_count,refund_sum,declined_sum,declined_count
2023-04,63.52000000000000000000,18,3234.55000000000000000000,1182,0,0.00000000000000000000,1377.21000000000000000000,510
2023-03,2759.46000000000000000000,1607,14814.60000000000000000000,5125,709,2243.36000000000000000000,8493.97000000000000000000,2846
